Provincias con mayor número de pernoctaciones;Establecimientos y personal empleado (plazas);Periodo;Total
20 Gipuzkoa;Número de establecimientos abiertos estimados;2025M02;137
20 Gipuzkoa;Número de establecimientos abiertos estimados;2025M01;127
20 Gipuzkoa;Número de establecimientos abiertos estimados;2024M12;157
20 Gipuzkoa;Número de establecimientos abiertos estimados;2024M11;165
20 Gipuzkoa;Número de establecimientos abiertos estimados;2024M10;167
20 Gipuzkoa;Número de establecimientos abiertos estimados;2024M09;175
20 Gipuzkoa;Número de establecimientos abiertos estimados;2024M08;188
20 Gipuzkoa;Número de establecimientos abiertos estimados;2024M07;187
20 Gipuzkoa;Número de establecimientos abiertos estimados;2024M06;180
20 Gipuzkoa;Número de establecimientos abiertos estimados;2024M05;169
20 Gipuzkoa;Número de establecimientos abiertos estimados;2024M04;174
20 Gipuzkoa;Número de establecimientos abiertos estimados;2024M03;174
20 Gipuzkoa;Número de establecimientos abiertos estimados;2024M02;149
20 Gipuzkoa;Número de establecimientos abiertos estimados;2024M01;141
20 Gipuzkoa;Número de establecimientos abiertos estimados;2023M12;167
20 Gipuzkoa;Número de establecimientos abiertos estimados;2023M11;170
20 Gipuzkoa;Número de establecimientos abiertos estimados;2023M10;174
20 Gipuzkoa;Número de establecimientos abiertos estimados;2023M09;182
20 Gipuzkoa;Número de establecimientos abiertos estimados;2023M08;186
20 Gipuzkoa;Número de establecimientos abiertos estimados;2023M07;186
20 Gipuzkoa;Número de establecimientos abiertos estimados;2023M06;179
20 Gipuzkoa;Número de establecimientos abiertos estimados;2023M05;176
20 Gipuzkoa;Número de establecimientos abiertos estimados;2023M04;179
20 Gipuzkoa;Número de establecimientos abiertos estimados;2023M03;165
20 Gipuzkoa;Número de establecimientos abiertos estimados;2023M02;152
20 Gipuzkoa;Número de establecimientos abiertos estimados;2023M01;146
20 Gipuzkoa;Número de establecimientos abiertos estimados;2022M12;162
20 Gipuzkoa;Número de establecimientos abiertos estimados;2022M11;175
20 Gipuzkoa;Número de establecimientos abiertos estimados;2022M10;171
20 Gipuzkoa;Número de establecimientos abiertos estimados;2022M09;181
20 Gipuzkoa;Número de establecimientos abiertos estimados;2022M08;186
20 Gipuzkoa;Número de establecimientos abiertos estimados;2022M07;187
20 Gipuzkoa;Número de establecimientos abiertos estimados;2022M06;183
20 Gipuzkoa;Número de establecimientos abiertos estimados;2022M05;184
20 Gipuzkoa;Número de establecimientos abiertos estimados;2022M04;184
20 Gipuzkoa;Número de establecimientos abiertos estimados;2022M03;176
20 Gipuzkoa;Número de establecimientos abiertos estimados;2022M02;152
20 Gipuzkoa;Número de establecimientos abiertos estimados;2022M01;152
20 Gipuzkoa;Número de establecimientos abiertos estimados;2021M12;171
20 Gipuzkoa;Número de establecimientos abiertos estimados;2021M11;174
20 Gipuzkoa;Número de establecimientos abiertos estimados;2021M10;173
20 Gipuzkoa;Número de establecimientos abiertos estimados;2021M09;173
20 Gipuzkoa;Número de establecimientos abiertos estimados;2021M08;178
20 Gipuzkoa;Número de establecimientos abiertos estimados;2021M07;174
20 Gipuzkoa;Número de establecimientos abiertos estimados;2021M06;173
20 Gipuzkoa;Número de establecimientos abiertos estimados;2021M05;170
20 Gipuzkoa;Número de establecimientos abiertos estimados;2021M04;169
20 Gipuzkoa;Número de establecimientos abiertos estimados;2021M03;160
20 Gipuzkoa;Número de establecimientos abiertos estimados;2021M02;162
20 Gipuzkoa;Número de establecimientos abiertos estimados;2021M01;163
20 Gipuzkoa;Número de establecimientos abiertos estimados;2020M12;156
20 Gipuzkoa;Número de establecimientos abiertos estimados;2020M11;151
20 Gipuzkoa;Número de establecimientos abiertos estimados;2020M10;164
20 Gipuzkoa;Número de establecimientos abiertos estimados;2020M09;161
20 Gipuzkoa;Número de establecimientos abiertos estimados;2020M08;169
20 Gipuzkoa;Número de establecimientos abiertos estimados;2020M07;169
20 Gipuzkoa;Número de establecimientos abiertos estimados;2020M06;114
20 Gipuzkoa;Número de establecimientos abiertos estimados;2020M05;58
20 Gipuzkoa;Número de establecimientos abiertos estimados;2020M04;.
20 Gipuzkoa;Número de establecimientos abiertos estimados;2020M03;78
20 Gipuzkoa;Número de establecimientos abiertos estimados;2020M02;155
20 Gipuzkoa;Número de establecimientos abiertos estimados;2020M01;150
20 Gipuzkoa;Número de establecimientos abiertos estimados;2019M12;151
20 Gipuzkoa;Número de establecimientos abiertos estimados;2019M11;166
20 Gipuzkoa;Número de establecimientos abiertos estimados;2019M10;167
20 Gipuzkoa;Número de establecimientos abiertos estimados;2019M09;176
20 Gipuzkoa;Número de establecimientos abiertos estimados;2019M08;182
20 Gipuzkoa;Número de establecimientos abiertos estimados;2019M07;178
20 Gipuzkoa;Número de establecimientos abiertos estimados;2019M06;175
20 Gipuzkoa;Número de establecimientos abiertos estimados;2019M05;171
20 Gipuzkoa;Número de establecimientos abiertos estimados;2019M04;174
20 Gipuzkoa;Número de establecimientos abiertos estimados;2019M03;147
20 Gipuzkoa;Número de establecimientos abiertos estimados;2019M02;147
20 Gipuzkoa;Número de establecimientos abiertos estimados;2019M01;144
20 Gipuzkoa;Número de establecimientos abiertos estimados;2018M12;160
20 Gipuzkoa;Número de establecimientos abiertos estimados;2018M11;163
20 Gipuzkoa;Número de establecimientos abiertos estimados;2018M10;165
20 Gipuzkoa;Número de establecimientos abiertos estimados;2018M09;173
20 Gipuzkoa;Número de establecimientos abiertos estimados;2018M08;178
20 Gipuzkoa;Número de establecimientos abiertos estimados;2018M07;175
20 Gipuzkoa;Número de establecimientos abiertos estimados;2018M06;169
20 Gipuzkoa;Número de establecimientos abiertos estimados;2018M05;171
20 Gipuzkoa;Número de establecimientos abiertos estimados;2018M04;171
20 Gipuzkoa;Número de establecimientos abiertos estimados;2018M03;158
20 Gipuzkoa;Número de establecimientos abiertos estimados;2018M02;146
20 Gipuzkoa;Número de establecimientos abiertos estimados;2018M01;144
20 Gipuzkoa;Número de establecimientos abiertos estimados;2017M12;155
20 Gipuzkoa;Número de establecimientos abiertos estimados;2017M11;163
20 Gipuzkoa;Número de establecimientos abiertos estimados;2017M10;164
20 Gipuzkoa;Número de establecimientos abiertos estimados;2017M09;175
20 Gipuzkoa;Número de establecimientos abiertos estimados;2017M08;176
20 Gipuzkoa;Número de establecimientos abiertos estimados;2017M07;176
20 Gipuzkoa;Número de establecimientos abiertos estimados;2017M06;171
20 Gipuzkoa;Número de establecimientos abiertos estimados;2017M05;176
20 Gipuzkoa;Número de establecimientos abiertos estimados;2017M04;171
20 Gipuzkoa;Número de establecimientos abiertos estimados;2017M03;157
20 Gipuzkoa;Número de establecimientos abiertos estimados;2017M02;152
20 Gipuzkoa;Número de establecimientos abiertos estimados;2017M01;151
20 Gipuzkoa;Número de establecimientos abiertos estimados;2016M12;156
20 Gipuzkoa;Número de establecimientos abiertos estimados;2016M11;173
20 Gipuzkoa;Número de establecimientos abiertos estimados;2016M10;174
20 Gipuzkoa;Número de establecimientos abiertos estimados;2016M09;169
20 Gipuzkoa;Número de establecimientos abiertos estimados;2016M08;171
20 Gipuzkoa;Número de establecimientos abiertos estimados;2016M07;175
20 Gipuzkoa;Número de establecimientos abiertos estimados;2016M06;172
20 Gipuzkoa;Número de establecimientos abiertos estimados;2016M05;175
20 Gipuzkoa;Número de establecimientos abiertos estimados;2016M04;173
20 Gipuzkoa;Número de establecimientos abiertos estimados;2016M03;161
20 Gipuzkoa;Número de establecimientos abiertos estimados;2016M02;148
20 Gipuzkoa;Número de establecimientos abiertos estimados;2016M01;149
20 Gipuzkoa;Número de establecimientos abiertos estimados;2015M12;147
20 Gipuzkoa;Número de establecimientos abiertos estimados;2015M11;163
20 Gipuzkoa;Número de establecimientos abiertos estimados;2015M10;167
20 Gipuzkoa;Número de establecimientos abiertos estimados;2015M09;172
20 Gipuzkoa;Número de establecimientos abiertos estimados;2015M08;165
20 Gipuzkoa;Número de establecimientos abiertos estimados;2015M07;171
20 Gipuzkoa;Número de establecimientos abiertos estimados;2015M06;168
20 Gipuzkoa;Número de establecimientos abiertos estimados;2015M05;162
20 Gipuzkoa;Número de establecimientos abiertos estimados;2015M04;162
20 Gipuzkoa;Número de establecimientos abiertos estimados;2015M03;159
20 Gipuzkoa;Número de establecimientos abiertos estimados;2015M02;136
20 Gipuzkoa;Número de establecimientos abiertos estimados;2015M01;125
20 Gipuzkoa;Número de establecimientos abiertos estimados;2014M12;133
20 Gipuzkoa;Número de establecimientos abiertos estimados;2014M11;145
20 Gipuzkoa;Número de establecimientos abiertos estimados;2014M10;146
20 Gipuzkoa;Número de establecimientos abiertos estimados;2014M09;150
20 Gipuzkoa;Número de establecimientos abiertos estimados;2014M08;149
20 Gipuzkoa;Número de establecimientos abiertos estimados;2014M07;178
20 Gipuzkoa;Número de establecimientos abiertos estimados;2014M06;171
20 Gipuzkoa;Número de establecimientos abiertos estimados;2014M05;168
20 Gipuzkoa;Número de establecimientos abiertos estimados;2014M04;162
20 Gipuzkoa;Número de establecimientos abiertos estimados;2014M03;156
20 Gipuzkoa;Número de establecimientos abiertos estimados;2014M02;158
20 Gipuzkoa;Número de establecimientos abiertos estimados;2014M01;150
20 Gipuzkoa;Número de establecimientos abiertos estimados;2013M12;147
20 Gipuzkoa;Número de establecimientos abiertos estimados;2013M11;174
20 Gipuzkoa;Número de establecimientos abiertos estimados;2013M10;178
20 Gipuzkoa;Número de establecimientos abiertos estimados;2013M09;179
20 Gipuzkoa;Número de establecimientos abiertos estimados;2013M08;179
20 Gipuzkoa;Número de establecimientos abiertos estimados;2013M07;181
20 Gipuzkoa;Número de establecimientos abiertos estimados;2013M06;177
20 Gipuzkoa;Número de establecimientos abiertos estimados;2013M05;175
20 Gipuzkoa;Número de establecimientos abiertos estimados;2013M04;178
20 Gipuzkoa;Número de establecimientos abiertos estimados;2013M03;174
20 Gipuzkoa;Número de establecimientos abiertos estimados;2013M02;166
20 Gipuzkoa;Número de establecimientos abiertos estimados;2013M01;164
20 Gipuzkoa;Número de establecimientos abiertos estimados;2012M12;162
20 Gipuzkoa;Número de establecimientos abiertos estimados;2012M11;176
20 Gipuzkoa;Número de establecimientos abiertos estimados;2012M10;178
20 Gipuzkoa;Número de establecimientos abiertos estimados;2012M09;178
20 Gipuzkoa;Número de establecimientos abiertos estimados;2012M08;176
20 Gipuzkoa;Número de establecimientos abiertos estimados;2012M07;176
20 Gipuzkoa;Número de establecimientos abiertos estimados;2012M06;180
20 Gipuzkoa;Número de establecimientos abiertos estimados;2012M05;180
20 Gipuzkoa;Número de establecimientos abiertos estimados;2012M04;181
20 Gipuzkoa;Número de establecimientos abiertos estimados;2012M03;181
20 Gipuzkoa;Número de establecimientos abiertos estimados;2012M02;178
20 Gipuzkoa;Número de establecimientos abiertos estimados;2012M01;174
20 Gipuzkoa;Número de establecimientos abiertos estimados;2011M12;168
20 Gipuzkoa;Número de establecimientos abiertos estimados;2011M11;171
20 Gipuzkoa;Número de establecimientos abiertos estimados;2011M10;172
20 Gipuzkoa;Número de establecimientos abiertos estimados;2011M09;174
20 Gipuzkoa;Número de establecimientos abiertos estimados;2011M08;174
20 Gipuzkoa;Número de establecimientos abiertos estimados;2011M07;176
20 Gipuzkoa;Número de establecimientos abiertos estimados;2011M06;173
20 Gipuzkoa;Número de establecimientos abiertos estimados;2011M05;175
20 Gipuzkoa;Número de establecimientos abiertos estimados;2011M04;172
20 Gipuzkoa;Número de establecimientos abiertos estimados;2011M03;167
20 Gipuzkoa;Número de establecimientos abiertos estimados;2011M02;164
20 Gipuzkoa;Número de establecimientos abiertos estimados;2011M01;157
20 Gipuzkoa;Número de establecimientos abiertos estimados;2010M12;155
20 Gipuzkoa;Número de establecimientos abiertos estimados;2010M11;166
20 Gipuzkoa;Número de establecimientos abiertos estimados;2010M10;168
20 Gipuzkoa;Número de establecimientos abiertos estimados;2010M09;160
20 Gipuzkoa;Número de establecimientos abiertos estimados;2010M08;162
20 Gipuzkoa;Número de establecimientos abiertos estimados;2010M07;147
20 Gipuzkoa;Número de establecimientos abiertos estimados;2010M06;143
20 Gipuzkoa;Número de establecimientos abiertos estimados;2010M05;138
20 Gipuzkoa;Número de establecimientos abiertos estimados;2010M04;136
20 Gipuzkoa;Número de establecimientos abiertos estimados;2010M03;137
20 Gipuzkoa;Número de establecimientos abiertos estimados;2010M02;136
20 Gipuzkoa;Número de establecimientos abiertos estimados;2010M01;128
20 Gipuzkoa;Número de establecimientos abiertos estimados;2009M12;134
20 Gipuzkoa;Número de establecimientos abiertos estimados;2009M11;138
20 Gipuzkoa;Número de establecimientos abiertos estimados;2009M10;138
20 Gipuzkoa;Número de establecimientos abiertos estimados;2009M09;142
20 Gipuzkoa;Número de establecimientos abiertos estimados;2009M08;144
20 Gipuzkoa;Número de establecimientos abiertos estimados;2009M07;145
20 Gipuzkoa;Número de establecimientos abiertos estimados;2009M06;146
20 Gipuzkoa;Número de establecimientos abiertos estimados;2009M05;145
20 Gipuzkoa;Número de establecimientos abiertos estimados;2009M04;144
20 Gipuzkoa;Número de establecimientos abiertos estimados;2009M03;141
20 Gipuzkoa;Número de establecimientos abiertos estimados;2009M02;128
20 Gipuzkoa;Número de establecimientos abiertos estimados;2009M01;126
20 Gipuzkoa;Número de establecimientos abiertos estimados;2008M12;128
20 Gipuzkoa;Número de establecimientos abiertos estimados;2008M11;132
20 Gipuzkoa;Número de establecimientos abiertos estimados;2008M10;133
20 Gipuzkoa;Número de establecimientos abiertos estimados;2008M09;132
20 Gipuzkoa;Número de establecimientos abiertos estimados;2008M08;138
20 Gipuzkoa;Número de establecimientos abiertos estimados;2008M07;139
20 Gipuzkoa;Número de establecimientos abiertos estimados;2008M06;136
20 Gipuzkoa;Número de establecimientos abiertos estimados;2008M05;136
20 Gipuzkoa;Número de establecimientos abiertos estimados;2008M04;134
20 Gipuzkoa;Número de establecimientos abiertos estimados;2008M03;135
20 Gipuzkoa;Número de establecimientos abiertos estimados;2008M02;129
20 Gipuzkoa;Número de establecimientos abiertos estimados;2008M01;124
20 Gipuzkoa;Número de establecimientos abiertos estimados;2007M12;121
20 Gipuzkoa;Número de establecimientos abiertos estimados;2007M11;133
20 Gipuzkoa;Número de establecimientos abiertos estimados;2007M10;132
20 Gipuzkoa;Número de establecimientos abiertos estimados;2007M09;126
20 Gipuzkoa;Número de establecimientos abiertos estimados;2007M08;133
20 Gipuzkoa;Número de establecimientos abiertos estimados;2007M07;132
20 Gipuzkoa;Número de establecimientos abiertos estimados;2007M06;131
20 Gipuzkoa;Número de establecimientos abiertos estimados;2007M05;131
20 Gipuzkoa;Número de establecimientos abiertos estimados;2007M04;128
20 Gipuzkoa;Número de establecimientos abiertos estimados;2007M03;118
20 Gipuzkoa;Número de establecimientos abiertos estimados;2007M02;110
20 Gipuzkoa;Número de establecimientos abiertos estimados;2007M01;105
20 Gipuzkoa;Número de establecimientos abiertos estimados;2006M12;105
20 Gipuzkoa;Número de establecimientos abiertos estimados;2006M11;120
20 Gipuzkoa;Número de establecimientos abiertos estimados;2006M10;121
20 Gipuzkoa;Número de establecimientos abiertos estimados;2006M09;116
20 Gipuzkoa;Número de establecimientos abiertos estimados;2006M08;124
20 Gipuzkoa;Número de establecimientos abiertos estimados;2006M07;124
20 Gipuzkoa;Número de establecimientos abiertos estimados;2006M06;121
20 Gipuzkoa;Número de establecimientos abiertos estimados;2006M05;124
20 Gipuzkoa;Número de establecimientos abiertos estimados;2006M04;124
20 Gipuzkoa;Número de establecimientos abiertos estimados;2006M03;124
20 Gipuzkoa;Número de establecimientos abiertos estimados;2006M02;122
20 Gipuzkoa;Número de establecimientos abiertos estimados;2006M01;118
20 Gipuzkoa;Número de establecimientos abiertos estimados;2005M12;114
20 Gipuzkoa;Número de establecimientos abiertos estimados;2005M11;122
20 Gipuzkoa;Número de establecimientos abiertos estimados;2005M10;120
20 Gipuzkoa;Número de establecimientos abiertos estimados;2005M09;115
20 Gipuzkoa;Número de establecimientos abiertos estimados;2005M08;122
20 Gipuzkoa;Número de establecimientos abiertos estimados;2005M07;118
20 Gipuzkoa;Número de establecimientos abiertos estimados;2005M06;115
20 Gipuzkoa;Número de establecimientos abiertos estimados;2005M05;115
20 Gipuzkoa;Número de establecimientos abiertos estimados;2005M04;115
20 Gipuzkoa;Número de establecimientos abiertos estimados;2005M03;113
20 Gipuzkoa;Número de establecimientos abiertos estimados;2005M02;114
20 Gipuzkoa;Número de establecimientos abiertos estimados;2005M01;103
20 Gipuzkoa;Número de plazas estimadas;2026M06;2.057
20 Gipuzkoa;Número de plazas estimadas;2026M05;1.972
20 Gipuzkoa;Número de plazas estimadas;2026M04;1.984
20 Gipuzkoa;Número de plazas estimadas;2026M03;1.852
20 Gipuzkoa;Número de plazas estimadas;2026M02;1.638
20 Gipuzkoa;Número de plazas estimadas;2026M01;1.609
20 Gipuzkoa;Número de plazas estimadas;2025M12;1.949
20 Gipuzkoa;Número de plazas estimadas;2025M11;1.931
20 Gipuzkoa;Número de plazas estimadas;2025M10;2.054
20 Gipuzkoa;Número de plazas estimadas;2025M09;2.125
20 Gipuzkoa;Número de plazas estimadas;2025M08;2.225
20 Gipuzkoa;Número de plazas estimadas;2025M07;2.196
20 Gipuzkoa;Número de plazas estimadas;2025M06;2.132
20 Gipuzkoa;Número de plazas estimadas;2025M05;2.065
20 Gipuzkoa;Número de plazas estimadas;2025M04;2.005
20 Gipuzkoa;Número de plazas estimadas;2025M03;1.836
20 Gipuzkoa;Número de plazas estimadas;2025M02;1.669
20 Gipuzkoa;Número de plazas estimadas;2025M01;1.486
20 Gipuzkoa;Número de plazas estimadas;2024M12;1.866
20 Gipuzkoa;Número de plazas estimadas;2024M11;1.955
20 Gipuzkoa;Número de plazas estimadas;2024M10;1.956
20 Gipuzkoa;Número de plazas estimadas;2024M09;2.068
20 Gipuzkoa;Número de plazas estimadas;2024M08;2.183
20 Gipuzkoa;Número de plazas estimadas;2024M07;2.177
20 Gipuzkoa;Número de plazas estimadas;2024M06;2.089
20 Gipuzkoa;Número de plazas estimadas;2024M05;1.996
20 Gipuzkoa;Número de plazas estimadas;2024M04;2.072
20 Gipuzkoa;Número de plazas estimadas;2024M03;2.039
20 Gipuzkoa;Número de plazas estimadas;2024M02;1.802
20 Gipuzkoa;Número de plazas estimadas;2024M01;1.697
20 Gipuzkoa;Número de plazas estimadas;2023M12;1.910
20 Gipuzkoa;Número de plazas estimadas;2023M11;1.946
20 Gipuzkoa;Número de plazas estimadas;2023M10;1.991
20 Gipuzkoa;Número de plazas estimadas;2023M09;2.098
20 Gipuzkoa;Número de plazas estimadas;2023M08;2.154
20 Gipuzkoa;Número de plazas estimadas;2023M07;2.147
20 Gipuzkoa;Número de plazas estimadas;2023M06;2.049
20 Gipuzkoa;Número de plazas estimadas;2023M05;2.041
20 Gipuzkoa;Número de plazas estimadas;2023M04;2.079
20 Gipuzkoa;Número de plazas estimadas;2023M03;1.911
20 Gipuzkoa;Número de plazas estimadas;2023M02;1.757
20 Gipuzkoa;Número de plazas estimadas;2023M01;1.716
20 Gipuzkoa;Número de plazas estimadas;2022M12;1.893
20 Gipuzkoa;Número de plazas estimadas;2022M11;2.035
20 Gipuzkoa;Número de plazas estimadas;2022M10;1.996
20 Gipuzkoa;Número de plazas estimadas;2022M09;2.119
20 Gipuzkoa;Número de plazas estimadas;2022M08;2.156
20 Gipuzkoa;Número de plazas estimadas;2022M07;2.174
20 Gipuzkoa;Número de plazas estimadas;2022M06;2.120
20 Gipuzkoa;Número de plazas estimadas;2022M05;2.133
20 Gipuzkoa;Número de plazas estimadas;2022M04;2.134
20 Gipuzkoa;Número de plazas estimadas;2022M03;2.069
20 Gipuzkoa;Número de plazas estimadas;2022M02;1.825
20 Gipuzkoa;Número de plazas estimadas;2022M01;1.800
20 Gipuzkoa;Número de plazas estimadas;2021M12;1.994
20 Gipuzkoa;Número de plazas estimadas;2021M11;2.031
20 Gipuzkoa;Número de plazas estimadas;2021M10;2.030
20 Gipuzkoa;Número de plazas estimadas;2021M09;2.007
20 Gipuzkoa;Número de plazas estimadas;2021M08;2.074
20 Gipuzkoa;Número de plazas estimadas;2021M07;1.989
20 Gipuzkoa;Número de plazas estimadas;2021M06;2.029
20 Gipuzkoa;Número de plazas estimadas;2021M05;1.970
20 Gipuzkoa;Número de plazas estimadas;2021M04;1.958
20 Gipuzkoa;Número de plazas estimadas;2021M03;1.875
20 Gipuzkoa;Número de plazas estimadas;2021M02;1.864
20 Gipuzkoa;Número de plazas estimadas;2021M01;1.887
20 Gipuzkoa;Número de plazas estimadas;2020M12;1.787
20 Gipuzkoa;Número de plazas estimadas;2020M11;1.740
20 Gipuzkoa;Número de plazas estimadas;2020M10;1.903
20 Gipuzkoa;Número de plazas estimadas;2020M09;1.865
20 Gipuzkoa;Número de plazas estimadas;2020M08;1.948
20 Gipuzkoa;Número de plazas estimadas;2020M07;1.947
20 Gipuzkoa;Número de plazas estimadas;2020M06;1.322
20 Gipuzkoa;Número de plazas estimadas;2020M05;690
20 Gipuzkoa;Número de plazas estimadas;2020M04;.
20 Gipuzkoa;Número de plazas estimadas;2020M03;867
20 Gipuzkoa;Número de plazas estimadas;2020M02;1.731
20 Gipuzkoa;Número de plazas estimadas;2020M01;1.672
20 Gipuzkoa;Número de plazas estimadas;2019M12;1.711
20 Gipuzkoa;Número de plazas estimadas;2019M11;1.891
20 Gipuzkoa;Número de plazas estimadas;2019M10;1.907
20 Gipuzkoa;Número de plazas estimadas;2019M09;1.989
20 Gipuzkoa;Número de plazas estimadas;2019M08;2.061
20 Gipuzkoa;Número de plazas estimadas;2019M07;2.010
20 Gipuzkoa;Número de plazas estimadas;2019M06;1.990
20 Gipuzkoa;Número de plazas estimadas;2019M05;1.946
20 Gipuzkoa;Número de plazas estimadas;2019M04;1.987
20 Gipuzkoa;Número de plazas estimadas;2019M03;1.675
20 Gipuzkoa;Número de plazas estimadas;2019M02;1.690
20 Gipuzkoa;Número de plazas estimadas;2019M01;1.659
20 Gipuzkoa;Número de plazas estimadas;2018M12;1.862
20 Gipuzkoa;Número de plazas estimadas;2018M11;1.914
20 Gipuzkoa;Número de plazas estimadas;2018M10;1.905
20 Gipuzkoa;Número de plazas estimadas;2018M09;1.987
20 Gipuzkoa;Número de plazas estimadas;2018M08;2.028
20 Gipuzkoa;Número de plazas estimadas;2018M07;2.004
20 Gipuzkoa;Número de plazas estimadas;2018M06;1.942
20 Gipuzkoa;Número de plazas estimadas;2018M05;1.967
20 Gipuzkoa;Número de plazas estimadas;2018M04;1.959
20 Gipuzkoa;Número de plazas estimadas;2018M03;1.814
20 Gipuzkoa;Número de plazas estimadas;2018M02;1.697
20 Gipuzkoa;Número de plazas estimadas;2018M01;1.659
20 Gipuzkoa;Número de plazas estimadas;2017M12;1.783
20 Gipuzkoa;Número de plazas estimadas;2017M11;1.883
20 Gipuzkoa;Número de plazas estimadas;2017M10;1.888
20 Gipuzkoa;Número de plazas estimadas;2017M09;1.991
20 Gipuzkoa;Número de plazas estimadas;2017M08;1.996
20 Gipuzkoa;Número de plazas estimadas;2017M07;2.012
20 Gipuzkoa;Número de plazas estimadas;2017M06;1.967
20 Gipuzkoa;Número de plazas estimadas;2017M05;2.007
20 Gipuzkoa;Número de plazas estimadas;2017M04;1.963
20 Gipuzkoa;Número de plazas estimadas;2017M03;1.801
20 Gipuzkoa;Número de plazas estimadas;2017M02;1.731
20 Gipuzkoa;Número de plazas estimadas;2017M01;1.706
20 Gipuzkoa;Número de plazas estimadas;2016M12;1.790
20 Gipuzkoa;Número de plazas estimadas;2016M11;1.989
20 Gipuzkoa;Número de plazas estimadas;2016M10;1.990
20 Gipuzkoa;Número de plazas estimadas;2016M09;1.956
20 Gipuzkoa;Número de plazas estimadas;2016M08;1.959
20 Gipuzkoa;Número de plazas estimadas;2016M07;2.019
20 Gipuzkoa;Número de plazas estimadas;2016M06;1.995
20 Gipuzkoa;Número de plazas estimadas;2016M05;2.019
20 Gipuzkoa;Número de plazas estimadas;2016M04;1.997
20 Gipuzkoa;Número de plazas estimadas;2016M03;1.877
20 Gipuzkoa;Número de plazas estimadas;2016M02;1.730
20 Gipuzkoa;Número de plazas estimadas;2016M01;1.745
20 Gipuzkoa;Número de plazas estimadas;2015M12;1.712
20 Gipuzkoa;Número de plazas estimadas;2015M11;1.887
20 Gipuzkoa;Número de plazas estimadas;2015M10;1.922
20 Gipuzkoa;Número de plazas estimadas;2015M09;1.968
20 Gipuzkoa;Número de plazas estimadas;2015M08;1.893
20 Gipuzkoa;Número de plazas estimadas;2015M07;1.960
20 Gipuzkoa;Número de plazas estimadas;2015M06;1.916
20 Gipuzkoa;Número de plazas estimadas;2015M05;1.867
20 Gipuzkoa;Número de plazas estimadas;2015M04;1.847
20 Gipuzkoa;Número de plazas estimadas;2015M03;1.780
20 Gipuzkoa;Número de plazas estimadas;2015M02;1.529
20 Gipuzkoa;Número de plazas estimadas;2015M01;1.377
20 Gipuzkoa;Número de plazas estimadas;2014M12;1.486
20 Gipuzkoa;Número de plazas estimadas;2014M11;1.628
20 Gipuzkoa;Número de plazas estimadas;2014M10;1.626
20 Gipuzkoa;Número de plazas estimadas;2014M09;1.666
20 Gipuzkoa;Número de plazas estimadas;2014M08;1.661
20 Gipuzkoa;Número de plazas estimadas;2014M07;1.943
20 Gipuzkoa;Número de plazas estimadas;2014M06;1.873
20 Gipuzkoa;Número de plazas estimadas;2014M05;1.837
20 Gipuzkoa;Número de plazas estimadas;2014M04;1.785
20 Gipuzkoa;Número de plazas estimadas;2014M03;1.718
20 Gipuzkoa;Número de plazas estimadas;2014M02;1.736
20 Gipuzkoa;Número de plazas estimadas;2014M01;1.640
20 Gipuzkoa;Número de plazas estimadas;2013M12;1.594
20 Gipuzkoa;Número de plazas estimadas;2013M11;1.903
20 Gipuzkoa;Número de plazas estimadas;2013M10;1.939
20 Gipuzkoa;Número de plazas estimadas;2013M09;1.941
20 Gipuzkoa;Número de plazas estimadas;2013M08;1.937
20 Gipuzkoa;Número de plazas estimadas;2013M07;1.977
20 Gipuzkoa;Número de plazas estimadas;2013M06;1.919
20 Gipuzkoa;Número de plazas estimadas;2013M05;1.904
20 Gipuzkoa;Número de plazas estimadas;2013M04;1.958
20 Gipuzkoa;Número de plazas estimadas;2013M03;1.901
20 Gipuzkoa;Número de plazas estimadas;2013M02;1.812
20 Gipuzkoa;Número de plazas estimadas;2013M01;1.779
20 Gipuzkoa;Número de plazas estimadas;2012M12;1.779
20 Gipuzkoa;Número de plazas estimadas;2012M11;1.951
20 Gipuzkoa;Número de plazas estimadas;2012M10;1.953
20 Gipuzkoa;Número de plazas estimadas;2012M09;1.953
20 Gipuzkoa;Número de plazas estimadas;2012M08;1.936
20 Gipuzkoa;Número de plazas estimadas;2012M07;1.936
20 Gipuzkoa;Número de plazas estimadas;2012M06;1.959
20 Gipuzkoa;Número de plazas estimadas;2012M05;1.940
20 Gipuzkoa;Número de plazas estimadas;2012M04;1.958
20 Gipuzkoa;Número de plazas estimadas;2012M03;1.951
20 Gipuzkoa;Número de plazas estimadas;2012M02;1.931
20 Gipuzkoa;Número de plazas estimadas;2012M01;1.871
20 Gipuzkoa;Número de plazas estimadas;2011M12;1.828
20 Gipuzkoa;Número de plazas estimadas;2011M11;1.851
20 Gipuzkoa;Número de plazas estimadas;2011M10;1.858
20 Gipuzkoa;Número de plazas estimadas;2011M09;1.874
20 Gipuzkoa;Número de plazas estimadas;2011M08;1.874
20 Gipuzkoa;Número de plazas estimadas;2011M07;1.891
20 Gipuzkoa;Número de plazas estimadas;2011M06;1.865
20 Gipuzkoa;Número de plazas estimadas;2011M05;1.880
20 Gipuzkoa;Número de plazas estimadas;2011M04;1.858
20 Gipuzkoa;Número de plazas estimadas;2011M03;1.807
20 Gipuzkoa;Número de plazas estimadas;2011M02;1.783
