Provincias con mayor número de pernoctaciones;Viajeros y pernoctaciones;Residencia;Periodo;Total
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2025M11;1.367
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2025M10;2.681
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2025M09;2.650
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2025M08;3.078
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2025M07;4.232
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2025M06;1.325
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2025M05;1.421
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2025M04;3.134
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2025M03;555
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2025M02;660
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2025M01;271
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2024M12;2.820
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2024M11;2.174
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2024M10;1.941
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2024M09;1.792
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2024M08;6.030
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2024M07;3.007
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2024M06;781
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2024M05;1.468
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2024M04;1.411
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2024M03;1.377
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2024M02;689
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2024M01;991
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2023M12;1.173
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2023M11;2.301
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2023M10;1.545
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2023M09;1.527
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2023M08;5.618
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2023M07;3.037
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2023M06;2.056
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2023M05;1.135
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2023M04;1.368
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2023M03;1.649
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2023M02;730
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2023M01;954
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2022M12;723
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2022M11;1.404
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2022M10;1.174
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2022M09;1.297
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2022M08;5.079
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2022M07;4.162
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2022M06;1.062
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2022M05;1.094
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2022M04;1.496
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2022M03;1.174
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2022M02;649
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2022M01;921
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2021M12;347
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2021M11;919
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2021M10;1.089
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2021M09;1.273
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2021M08;3.844
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2021M07;2.071
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2021M06;464
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2021M05;828
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2021M04;280
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2021M03;78
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2021M02;65
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2021M01;11
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2020M12;478
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2020M11;.
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2020M10;500
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2020M09;386
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2020M08;1.083
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2020M07;845
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2020M06;637
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2020M05;.
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2020M04;.
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2020M03;714
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2020M02;2.894
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2020M01;1.403
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2019M12;2.030
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2019M11;2.095
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2019M10;1.536
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2019M09;873
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2019M08;2.246
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2019M07;3.450
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2019M06;1.070
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2019M05;2.600
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2019M04;2.611
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2019M03;1.594
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2019M02;1.617
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2019M01;1.804
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2018M12;1.132
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2018M11;1.965
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2018M10;1.617
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2018M09;1.715
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2018M08;3.284
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2018M07;4.902
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2018M06;1.044
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2018M05;1.928
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2018M04;2.305
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2018M03;2.290
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2018M02;2.782
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2018M01;2.489
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2017M12;2.760
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2017M11;3.238
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2017M10;4.703
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2017M09;2.263
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2017M08;3.327
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2017M07;5.174
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2017M06;580
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2017M05;1.046
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2017M04;2.088
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2017M03;2.004
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2017M02;605
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2017M01;1.273
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2016M12;651
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2016M11;1.226
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2016M10;702
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2016M09;573
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2016M08;1.944
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2016M07;2.086
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2016M06;307
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2016M05;780
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2016M04;761
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2016M03;2.058
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2016M02;763
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2016M01;1.458
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2015M12;914
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2015M11;636
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2015M10;287
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2015M09;170
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2015M08;5.154
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2015M07;2.310
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2015M06;433
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2015M05;392
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2015M04;274
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2015M03;202
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2015M02;449
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2015M01;163
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2014M12;275
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2014M11;272
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2014M10;375
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2014M09;122
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2014M08;3.534
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2014M07;3.166
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2014M06;1.166
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2014M05;186
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2014M04;200
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2014M03;207
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2014M02;139
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2014M01;234
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2013M12;145
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2013M11;456
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2013M10;595
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2013M09;510
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2013M08;3.210
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2013M07;2.644
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2013M06;349
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2013M05;669
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2013M04;1.237
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2013M03;426
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2013M02;11
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2013M01;0
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2012M12;0
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2012M11;242
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2012M10;174
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2012M09;1.635
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2012M08;6.434
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2012M07;3.911
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2012M06;846
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2012M05;899
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2012M04;71
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2012M03;334
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2012M02;0
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2012M01;0
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2011M12;368
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2011M11;95
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2011M10;0
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2011M09;338
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2011M08;1.632
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2011M07;2.212
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2011M06;581
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2011M05;859
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2011M04;182
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2011M03;9
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2011M02;136
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2011M01;690
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2010M12;117
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2010M11;141
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2010M10;113
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2010M09;1.091
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2010M08;3.014
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2010M07;1.225
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2010M06;30
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2010M05;999
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2010M04;107
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2010M03;0
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2010M02;0
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2010M01;0
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2009M12;140
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2009M11;9
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2009M10;862
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2009M09;706
46 Valencia/València;Pernoctaciones;Residentes en el Extranjero;2009M08;2.360
