Provincias con mayor número de pernoctaciones;Viajeros y pernoctaciones;Residencia;Periodo;Total
29 Málaga;Pernoctaciones;Residentes en el Extranjero;2010M04;2.853
29 Málaga;Pernoctaciones;Residentes en el Extranjero;2010M03;480
29 Málaga;Pernoctaciones;Residentes en el Extranjero;2010M02;2.494
29 Málaga;Pernoctaciones;Residentes en el Extranjero;2010M01;1.522
29 Málaga;Pernoctaciones;Residentes en el Extranjero;2009M12;831
29 Málaga;Pernoctaciones;Residentes en el Extranjero;2009M11;212
29 Málaga;Pernoctaciones;Residentes en el Extranjero;2009M10;3.977
29 Málaga;Pernoctaciones;Residentes en el Extranjero;2009M09;4.207
29 Málaga;Pernoctaciones;Residentes en el Extranjero;2009M08;12.605
29 Málaga;Pernoctaciones;Residentes en el Extranjero;2009M07;6.575
29 Málaga;Pernoctaciones;Residentes en el Extranjero;2009M06;4.725
29 Málaga;Pernoctaciones;Residentes en el Extranjero;2009M05;4.921
29 Málaga;Pernoctaciones;Residentes en el Extranjero;2009M04;4.754
29 Málaga;Pernoctaciones;Residentes en el Extranjero;2009M03;1.477
29 Málaga;Pernoctaciones;Residentes en el Extranjero;2009M02;1.180
29 Málaga;Pernoctaciones;Residentes en el Extranjero;2009M01;1.302
29 Málaga;Pernoctaciones;Residentes en el Extranjero;2008M12;706
29 Málaga;Pernoctaciones;Residentes en el Extranjero;2008M11;557
29 Málaga;Pernoctaciones;Residentes en el Extranjero;2008M10;11.029
29 Málaga;Pernoctaciones;Residentes en el Extranjero;2008M09;3.350
29 Málaga;Pernoctaciones;Residentes en el Extranjero;2008M08;18.385
29 Málaga;Pernoctaciones;Residentes en el Extranjero;2008M07;13.408
29 Málaga;Pernoctaciones;Residentes en el Extranjero;2008M06;2.894
29 Málaga;Pernoctaciones;Residentes en el Extranjero;2008M05;5.162
29 Málaga;Pernoctaciones;Residentes en el Extranjero;2008M04;5.643
29 Málaga;Pernoctaciones;Residentes en el Extranjero;2008M03;2.692
29 Málaga;Pernoctaciones;Residentes en el Extranjero;2008M02;1.160
29 Málaga;Pernoctaciones;Residentes en el Extranjero;2008M01;201
29 Málaga;Pernoctaciones;Residentes en el Extranjero;2007M12;0
29 Málaga;Pernoctaciones;Residentes en el Extranjero;2007M11;712
29 Málaga;Pernoctaciones;Residentes en el Extranjero;2007M10;6.545
29 Málaga;Pernoctaciones;Residentes en el Extranjero;2007M09;8.982
29 Málaga;Pernoctaciones;Residentes en el Extranjero;2007M08;15.634
29 Málaga;Pernoctaciones;Residentes en el Extranjero;2007M07;19.778
29 Málaga;Pernoctaciones;Residentes en el Extranjero;2007M06;7.744
29 Málaga;Pernoctaciones;Residentes en el Extranjero;2007M05;5.111
29 Málaga;Pernoctaciones;Residentes en el Extranjero;2007M04;5.122
29 Málaga;Pernoctaciones;Residentes en el Extranjero;2007M03;2.220
29 Málaga;Pernoctaciones;Residentes en el Extranjero;2007M02;594
29 Málaga;Pernoctaciones;Residentes en el Extranjero;2007M01;0
29 Málaga;Pernoctaciones;Residentes en el Extranjero;2006M12;1.466
29 Málaga;Pernoctaciones;Residentes en el Extranjero;2006M11;739
29 Málaga;Pernoctaciones;Residentes en el Extranjero;2006M10;4.664
29 Málaga;Pernoctaciones;Residentes en el Extranjero;2006M09;6.563
29 Málaga;Pernoctaciones;Residentes en el Extranjero;2006M08;25.774
29 Málaga;Pernoctaciones;Residentes en el Extranjero;2006M07;15.045
29 Málaga;Pernoctaciones;Residentes en el Extranjero;2006M06;5.837
29 Málaga;Pernoctaciones;Residentes en el Extranjero;2006M05;7.676
29 Málaga;Pernoctaciones;Residentes en el Extranjero;2006M04;8.301
29 Málaga;Pernoctaciones;Residentes en el Extranjero;2006M03;5.757
29 Málaga;Pernoctaciones;Residentes en el Extranjero;2006M02;770
29 Málaga;Pernoctaciones;Residentes en el Extranjero;2006M01;1.294
29 Málaga;Pernoctaciones;Residentes en el Extranjero;2005M12;840
29 Málaga;Pernoctaciones;Residentes en el Extranjero;2005M11;1.409
29 Málaga;Pernoctaciones;Residentes en el Extranjero;2005M10;11.826
29 Málaga;Pernoctaciones;Residentes en el Extranjero;2005M09;13.976
29 Málaga;Pernoctaciones;Residentes en el Extranjero;2005M08;26.928
29 Málaga;Pernoctaciones;Residentes en el Extranjero;2005M07;26.455
29 Málaga;Pernoctaciones;Residentes en el Extranjero;2005M06;7.069
29 Málaga;Pernoctaciones;Residentes en el Extranjero;2005M05;10.546
29 Málaga;Pernoctaciones;Residentes en el Extranjero;2005M04;6.787
29 Málaga;Pernoctaciones;Residentes en el Extranjero;2005M03;3.237
29 Málaga;Pernoctaciones;Residentes en el Extranjero;2005M02;2.016
29 Málaga;Pernoctaciones;Residentes en el Extranjero;2005M01;1.166
30 Murcia;Viajero;Residentes en España;2026M06;3.365
30 Murcia;Viajero;Residentes en España;2026M05;2.905
30 Murcia;Viajero;Residentes en España;2026M04;3.209
30 Murcia;Viajero;Residentes en España;2026M03;2.717
30 Murcia;Viajero;Residentes en España;2026M02;3.222
30 Murcia;Viajero;Residentes en España;2026M01;3.694
30 Murcia;Viajero;Residentes en España;2025M12;5.210
30 Murcia;Viajero;Residentes en España;2025M11;3.549
30 Murcia;Viajero;Residentes en España;2025M10;3.551
30 Murcia;Viajero;Residentes en España;2025M09;3.346
30 Murcia;Viajero;Residentes en España;2025M08;6.797
30 Murcia;Viajero;Residentes en España;2025M07;5.466
30 Murcia;Viajero;Residentes en España;2025M06;4.596
30 Murcia;Viajero;Residentes en España;2025M05;3.672
30 Murcia;Viajero;Residentes en España;2025M04;3.357
30 Murcia;Viajero;Residentes en España;2025M03;2.684
30 Murcia;Viajero;Residentes en España;2025M02;3.837
30 Murcia;Viajero;Residentes en España;2025M01;2.639
30 Murcia;Viajero;Residentes en España;2024M12;4.169
30 Murcia;Viajero;Residentes en España;2024M11;3.547
30 Murcia;Viajero;Residentes en España;2024M10;2.736
30 Murcia;Viajero;Residentes en España;2024M09;2.854
30 Murcia;Viajero;Residentes en España;2024M08;4.638
30 Murcia;Viajero;Residentes en España;2024M07;4.193
30 Murcia;Viajero;Residentes en España;2024M06;3.379
30 Murcia;Viajero;Residentes en España;2024M05;2.444
30 Murcia;Viajero;Residentes en España;2024M04;2.319
30 Murcia;Viajero;Residentes en España;2024M03;3.369
30 Murcia;Viajero;Residentes en España;2024M02;2.438
30 Murcia;Viajero;Residentes en España;2024M01;2.003
30 Murcia;Viajero;Residentes en España;2023M12;4.264
30 Murcia;Viajero;Residentes en España;2023M11;2.254
30 Murcia;Viajero;Residentes en España;2023M10;2.118
30 Murcia;Viajero;Residentes en España;2023M09;2.623
30 Murcia;Viajero;Residentes en España;2023M08;3.737
30 Murcia;Viajero;Residentes en España;2023M07;3.400
30 Murcia;Viajero;Residentes en España;2023M06;2.907
30 Murcia;Viajero;Residentes en España;2023M05;1.306
30 Murcia;Viajero;Residentes en España;2023M04;2.244
30 Murcia;Viajero;Residentes en España;2023M03;1.617
30 Murcia;Viajero;Residentes en España;2023M02;1.802
30 Murcia;Viajero;Residentes en España;2023M01;1.547
30 Murcia;Viajero;Residentes en España;2022M12;4.087
30 Murcia;Viajero;Residentes en España;2022M11;2.808
30 Murcia;Viajero;Residentes en España;2022M10;1.827
30 Murcia;Viajero;Residentes en España;2022M09;1.908
30 Murcia;Viajero;Residentes en España;2022M08;2.832
30 Murcia;Viajero;Residentes en España;2022M07;3.472
30 Murcia;Viajero;Residentes en España;2022M06;3.762
30 Murcia;Viajero;Residentes en España;2022M05;2.645
30 Murcia;Viajero;Residentes en España;2022M04;3.868
30 Murcia;Viajero;Residentes en España;2022M03;2.482
30 Murcia;Viajero;Residentes en España;2022M02;2.301
30 Murcia;Viajero;Residentes en España;2022M01;1.755
30 Murcia;Viajero;Residentes en España;2021M12;4.057
30 Murcia;Viajero;Residentes en España;2021M11;2.627
30 Murcia;Viajero;Residentes en España;2021M10;4.259
30 Murcia;Viajero;Residentes en España;2021M09;4.840
30 Murcia;Viajero;Residentes en España;2021M08;5.451
30 Murcia;Viajero;Residentes en España;2021M07;5.097
30 Murcia;Viajero;Residentes en España;2021M06;4.276
30 Murcia;Viajero;Residentes en España;2021M05;2.922
30 Murcia;Viajero;Residentes en España;2021M04;2.648
30 Murcia;Viajero;Residentes en España;2021M03;1.651
30 Murcia;Viajero;Residentes en España;2021M02;313
30 Murcia;Viajero;Residentes en España;2021M01;230
30 Murcia;Viajero;Residentes en España;2020M12;1.432
30 Murcia;Viajero;Residentes en España;2020M11;.
30 Murcia;Viajero;Residentes en España;2020M10;1.965
30 Murcia;Viajero;Residentes en España;2020M09;2.704
30 Murcia;Viajero;Residentes en España;2020M08;5.561
30 Murcia;Viajero;Residentes en España;2020M07;5.896
30 Murcia;Viajero;Residentes en España;2020M06;2.639
30 Murcia;Viajero;Residentes en España;2020M05;.
30 Murcia;Viajero;Residentes en España;2020M04;.
30 Murcia;Viajero;Residentes en España;2020M03;766
30 Murcia;Viajero;Residentes en España;2020M02;4.246
30 Murcia;Viajero;Residentes en España;2020M01;3.080
30 Murcia;Viajero;Residentes en España;2019M12;5.771
30 Murcia;Viajero;Residentes en España;2019M11;4.613
30 Murcia;Viajero;Residentes en España;2019M10;3.765
30 Murcia;Viajero;Residentes en España;2019M09;3.389
30 Murcia;Viajero;Residentes en España;2019M08;5.953
30 Murcia;Viajero;Residentes en España;2019M07;5.829
30 Murcia;Viajero;Residentes en España;2019M06;5.262
30 Murcia;Viajero;Residentes en España;2019M05;2.423
30 Murcia;Viajero;Residentes en España;2019M04;3.892
30 Murcia;Viajero;Residentes en España;2019M03;3.477
30 Murcia;Viajero;Residentes en España;2019M02;3.361
30 Murcia;Viajero;Residentes en España;2019M01;2.588
30 Murcia;Viajero;Residentes en España;2018M12;4.003
30 Murcia;Viajero;Residentes en España;2018M11;3.968
30 Murcia;Viajero;Residentes en España;2018M10;3.353
30 Murcia;Viajero;Residentes en España;2018M09;3.519
30 Murcia;Viajero;Residentes en España;2018M08;5.900
30 Murcia;Viajero;Residentes en España;2018M07;5.396
30 Murcia;Viajero;Residentes en España;2018M06;4.480
30 Murcia;Viajero;Residentes en España;2018M05;2.623
30 Murcia;Viajero;Residentes en España;2018M04;3.058
30 Murcia;Viajero;Residentes en España;2018M03;3.898
30 Murcia;Viajero;Residentes en España;2018M02;2.761
30 Murcia;Viajero;Residentes en España;2018M01;2.050
30 Murcia;Viajero;Residentes en España;2017M12;5.419
30 Murcia;Viajero;Residentes en España;2017M11;3.366
30 Murcia;Viajero;Residentes en España;2017M10;3.666
30 Murcia;Viajero;Residentes en España;2017M09;4.225
30 Murcia;Viajero;Residentes en España;2017M08;5.936
30 Murcia;Viajero;Residentes en España;2017M07;5.602
30 Murcia;Viajero;Residentes en España;2017M06;4.405
30 Murcia;Viajero;Residentes en España;2017M05;2.595
30 Murcia;Viajero;Residentes en España;2017M04;4.879
30 Murcia;Viajero;Residentes en España;2017M03;3.585
30 Murcia;Viajero;Residentes en España;2017M02;3.240
30 Murcia;Viajero;Residentes en España;2017M01;2.605
30 Murcia;Viajero;Residentes en España;2016M12;4.274
30 Murcia;Viajero;Residentes en España;2016M11;2.641
30 Murcia;Viajero;Residentes en España;2016M10;2.838
30 Murcia;Viajero;Residentes en España;2016M09;2.909
30 Murcia;Viajero;Residentes en España;2016M08;5.300
30 Murcia;Viajero;Residentes en España;2016M07;4.919
30 Murcia;Viajero;Residentes en España;2016M06;2.949
30 Murcia;Viajero;Residentes en España;2016M05;2.189
30 Murcia;Viajero;Residentes en España;2016M04;2.152
30 Murcia;Viajero;Residentes en España;2016M03;3.280
30 Murcia;Viajero;Residentes en España;2016M02;2.076
30 Murcia;Viajero;Residentes en España;2016M01;1.675
30 Murcia;Viajero;Residentes en España;2015M12;3.437
30 Murcia;Viajero;Residentes en España;2015M11;2.220
30 Murcia;Viajero;Residentes en España;2015M10;3.238
30 Murcia;Viajero;Residentes en España;2015M09;2.522
30 Murcia;Viajero;Residentes en España;2015M08;3.928
30 Murcia;Viajero;Residentes en España;2015M07;3.466
30 Murcia;Viajero;Residentes en España;2015M06;2.257
30 Murcia;Viajero;Residentes en España;2015M05;2.133
30 Murcia;Viajero;Residentes en España;2015M04;2.985
30 Murcia;Viajero;Residentes en España;2015M03;2.359
30 Murcia;Viajero;Residentes en España;2015M02;2.426
30 Murcia;Viajero;Residentes en España;2015M01;2.196
30 Murcia;Viajero;Residentes en España;2014M12;2.995
30 Murcia;Viajero;Residentes en España;2014M11;2.246
30 Murcia;Viajero;Residentes en España;2014M10;2.410
30 Murcia;Viajero;Residentes en España;2014M09;1.940
30 Murcia;Viajero;Residentes en España;2014M08;3.959
30 Murcia;Viajero;Residentes en España;2014M07;2.517
30 Murcia;Viajero;Residentes en España;2014M06;2.029
30 Murcia;Viajero;Residentes en España;2014M05;1.441
30 Murcia;Viajero;Residentes en España;2014M04;2.176
30 Murcia;Viajero;Residentes en España;2014M03;1.646
30 Murcia;Viajero;Residentes en España;2014M02;2.059
30 Murcia;Viajero;Residentes en España;2014M01;1.222
30 Murcia;Viajero;Residentes en España;2013M12;3.129
30 Murcia;Viajero;Residentes en España;2013M11;2.508
30 Murcia;Viajero;Residentes en España;2013M10;1.762
30 Murcia;Viajero;Residentes en España;2013M09;1.669
30 Murcia;Viajero;Residentes en España;2013M08;2.825
30 Murcia;Viajero;Residentes en España;2013M07;2.142
30 Murcia;Viajero;Residentes en España;2013M06;2.052
30 Murcia;Viajero;Residentes en España;2013M05;1.357
30 Murcia;Viajero;Residentes en España;2013M04;1.362
30 Murcia;Viajero;Residentes en España;2013M03;3.093
30 Murcia;Viajero;Residentes en España;2013M02;1.360
30 Murcia;Viajero;Residentes en España;2013M01;1.320
30 Murcia;Viajero;Residentes en España;2012M12;5.412
30 Murcia;Viajero;Residentes en España;2012M11;3.163
30 Murcia;Viajero;Residentes en España;2012M10;2.838
30 Murcia;Viajero;Residentes en España;2012M09;2.729
30 Murcia;Viajero;Residentes en España;2012M08;4.627
30 Murcia;Viajero;Residentes en España;2012M07;3.023
30 Murcia;Viajero;Residentes en España;2012M06;2.802
30 Murcia;Viajero;Residentes en España;2012M05;1.536
30 Murcia;Viajero;Residentes en España;2012M04;3.675
30 Murcia;Viajero;Residentes en España;2012M03;2.578
30 Murcia;Viajero;Residentes en España;2012M02;1.914
30 Murcia;Viajero;Residentes en España;2012M01;2.892
30 Murcia;Viajero;Residentes en España;2011M12;3.148
30 Murcia;Viajero;Residentes en España;2011M11;1.191
30 Murcia;Viajero;Residentes en España;2011M10;1.646
30 Murcia;Viajero;Residentes en España;2011M09;1.140
30 Murcia;Viajero;Residentes en España;2011M08;2.607
30 Murcia;Viajero;Residentes en España;2011M07;3.293
30 Murcia;Viajero;Residentes en España;2011M06;1.532
30 Murcia;Viajero;Residentes en España;2011M05;1.249
30 Murcia;Viajero;Residentes en España;2011M04;3.153
30 Murcia;Viajero;Residentes en España;2011M03;825
30 Murcia;Viajero;Residentes en España;2011M02;2.200
30 Murcia;Viajero;Residentes en España;2011M01;1.248
30 Murcia;Viajero;Residentes en España;2010M12;4.674
30 Murcia;Viajero;Residentes en España;2010M11;2.442
30 Murcia;Viajero;Residentes en España;2010M10;3.180
30 Murcia;Viajero;Residentes en España;2010M09;1.802
30 Murcia;Viajero;Residentes en España;2010M08;4.460
30 Murcia;Viajero;Residentes en España;2010M07;2.858
30 Murcia;Viajero;Residentes en España;2010M06;1.884
30 Murcia;Viajero;Residentes en España;2010M05;1.353
30 Murcia;Viajero;Residentes en España;2010M04;2.013
30 Murcia;Viajero;Residentes en España;2010M03;2.739
30 Murcia;Viajero;Residentes en España;2010M02;1.621
30 Murcia;Viajero;Residentes en España;2010M01;1.504
30 Murcia;Viajero;Residentes en España;2009M12;3.954
30 Murcia;Viajero;Residentes en España;2009M11;2.588
30 Murcia;Viajero;Residentes en España;2009M10;2.664
30 Murcia;Viajero;Residentes en España;2009M09;2.571
30 Murcia;Viajero;Residentes en España;2009M08;3.991
30 Murcia;Viajero;Residentes en España;2009M07;2.636
30 Murcia;Viajero;Residentes en España;2009M06;2.215
30 Murcia;Viajero;Residentes en España;2009M05;1.260
30 Murcia;Viajero;Residentes en España;2009M04;3.175
30 Murcia;Viajero;Residentes en España;2009M03;2.507
30 Murcia;Viajero;Residentes en España;2009M02;2.344
30 Murcia;Viajero;Residentes en España;2009M01;1.730
30 Murcia;Viajero;Residentes en España;2008M12;5.159
30 Murcia;Viajero;Residentes en España;2008M11;3.663
30 Murcia;Viajero;Residentes en España;2008M10;3.158
30 Murcia;Viajero;Residentes en España;2008M09;3.445
30 Murcia;Viajero;Residentes en España;2008M08;5.602
30 Murcia;Viajero;Residentes en España;2008M07;4.134
30 Murcia;Viajero;Residentes en España;2008M06;3.022
30 Murcia;Viajero;Residentes en España;2008M05;2.577
30 Murcia;Viajero;Residentes en España;2008M04;1.888
30 Murcia;Viajero;Residentes en España;2008M03;4.309
30 Murcia;Viajero;Residentes en España;2008M02;2.621
30 Murcia;Viajero;Residentes en España;2008M01;1.978
30 Murcia;Viajero;Residentes en España;2007M12;6.266
30 Murcia;Viajero;Residentes en España;2007M11;3.661
30 Murcia;Viajero;Residentes en España;2007M10;3.776
30 Murcia;Viajero;Residentes en España;2007M09;3.229
30 Murcia;Viajero;Residentes en España;2007M08;5.210
30 Murcia;Viajero;Residentes en España;2007M07;3.985
30 Murcia;Viajero;Residentes en España;2007M06;3.497
30 Murcia;Viajero;Residentes en España;2007M05;2.364
30 Murcia;Viajero;Residentes en España;2007M04;4.617
30 Murcia;Viajero;Residentes en España;2007M03;4.224
30 Murcia;Viajero;Residentes en España;2007M02;2.985
30 Murcia;Viajero;Residentes en España;2007M01;2.462
30 Murcia;Viajero;Residentes en España;2006M12;5.665
30 Murcia;Viajero;Residentes en España;2006M11;4.259
30 Murcia;Viajero;Residentes en España;2006M10;3.897
30 Murcia;Viajero;Residentes en España;2006M09;3.295
30 Murcia;Viajero;Residentes en España;2006M08;4.397
30 Murcia;Viajero;Residentes en España;2006M07;2.919
30 Murcia;Viajero;Residentes en España;2006M06;3.007
30 Murcia;Viajero;Residentes en España;2006M05;2.109
30 Murcia;Viajero;Residentes en España;2006M04;4.762
30 Murcia;Viajero;Residentes en España;2006M03;3.757
30 Murcia;Viajero;Residentes en España;2006M02;2.810
30 Murcia;Viajero;Residentes en España;2006M01;3.581
30 Murcia;Viajero;Residentes en España;2005M12;6.272
30 Murcia;Viajero;Residentes en España;2005M11;4.428
30 Murcia;Viajero;Residentes en España;2005M10;3.403
30 Murcia;Viajero;Residentes en España;2005M09;3.439
30 Murcia;Viajero;Residentes en España;2005M08;3.451
30 Murcia;Viajero;Residentes en España;2005M07;2.563
30 Murcia;Viajero;Residentes en España;2005M06;1.755
30 Murcia;Viajero;Residentes en España;2005M05;1.405
30 Murcia;Viajero;Residentes en España;2005M04;2.754
30 Murcia;Viajero;Residentes en España;2005M03;4.260
30 Murcia;Viajero;Residentes en España;2005M02;1.813
30 Murcia;Viajero;Residentes en España;2005M01;1.604
30 Murcia;Viajero;Residentes en el Extranjero;2026M06;357
30 Murcia;Viajero;Residentes en el Extranjero;2026M05;600
30 Murcia;Viajero;Residentes en el Extranjero;2026M04;273
30 Murcia;Viajero;Residentes en el Extranjero;2026M03;421
30 Murcia;Viajero;Residentes en el Extranjero;2026M02;321
30 Murcia;Viajero;Residentes en el Extranjero;2026M01;154
30 Murcia;Viajero;Residentes en el Extranjero;2025M12;239
30 Murcia;Viajero;Residentes en el Extranjero;2025M11;286
30 Murcia;Viajero;Residentes en el Extranjero;2025M10;228
30 Murcia;Viajero;Residentes en el Extranjero;2025M09;352
30 Murcia;Viajero;Residentes en el Extranjero;2025M08;760
30 Murcia;Viajero;Residentes en el Extranjero;2025M07;778
30 Murcia;Viajero;Residentes en el Extranjero;2025M06;357
30 Murcia;Viajero;Residentes en el Extranjero;2025M05;388
30 Murcia;Viajero;Residentes en el Extranjero;2025M04;344
30 Murcia;Viajero;Residentes en el Extranjero;2025M03;385
30 Murcia;Viajero;Residentes en el Extranjero;2025M02;208
30 Murcia;Viajero;Residentes en el Extranjero;2025M01;222
30 Murcia;Viajero;Residentes en el Extranjero;2024M12;137
30 Murcia;Viajero;Residentes en el Extranjero;2024M11;88
30 Murcia;Viajero;Residentes en el Extranjero;2024M10;368
30 Murcia;Viajero;Residentes en el Extranjero;2024M09;114
30 Murcia;Viajero;Residentes en el Extranjero;2024M08;232
30 Murcia;Viajero;Residentes en el Extranjero;2024M07;251
30 Murcia;Viajero;Residentes en el Extranjero;2024M06;173
30 Murcia;Viajero;Residentes en el Extranjero;2024M05;178
30 Murcia;Viajero;Residentes en el Extranjero;2024M04;94
30 Murcia;Viajero;Residentes en el Extranjero;2024M03;207
30 Murcia;Viajero;Residentes en el Extranjero;2024M02;173
30 Murcia;Viajero;Residentes en el Extranjero;2024M01;177
30 Murcia;Viajero;Residentes en el Extranjero;2023M12;79
30 Murcia;Viajero;Residentes en el Extranjero;2023M11;89
30 Murcia;Viajero;Residentes en el Extranjero;2023M10;144
30 Murcia;Viajero;Residentes en el Extranjero;2023M09;164
30 Murcia;Viajero;Residentes en el Extranjero;2023M08;304
30 Murcia;Viajero;Residentes en el Extranjero;2023M07;364
30 Murcia;Viajero;Residentes en el Extranjero;2023M06;159
30 Murcia;Viajero;Residentes en el Extranjero;2023M05;192
30 Murcia;Viajero;Residentes en el Extranjero;2023M04;95
30 Murcia;Viajero;Residentes en el Extranjero;2023M03;77
30 Murcia;Viajero;Residentes en el Extranjero;2023M02;75
30 Murcia;Viajero;Residentes en el Extranjero;2023M01;33
30 Murcia;Viajero;Residentes en el Extranjero;2022M12;307
30 Murcia;Viajero;Residentes en el Extranjero;2022M11;421
30 Murcia;Viajero;Residentes en el Extranjero;2022M10;114
30 Murcia;Viajero;Residentes en el Extranjero;2022M09;107
30 Murcia;Viajero;Residentes en el Extranjero;2022M08;296
30 Murcia;Viajero;Residentes en el Extranjero;2022M07;338
30 Murcia;Viajero;Residentes en el Extranjero;2022M06;350
30 Murcia;Viajero;Residentes en el Extranjero;2022M05;276
30 Murcia;Viajero;Residentes en el Extranjero;2022M04;465
30 Murcia;Viajero;Residentes en el Extranjero;2022M03;221
30 Murcia;Viajero;Residentes en el Extranjero;2022M02;224
30 Murcia;Viajero;Residentes en el Extranjero;2022M01;117
30 Murcia;Viajero;Residentes en el Extranjero;2021M12;156
30 Murcia;Viajero;Residentes en el Extranjero;2021M11;257
30 Murcia;Viajero;Residentes en el Extranjero;2021M10;538
30 Murcia;Viajero;Residentes en el Extranjero;2021M09;468
30 Murcia;Viajero;Residentes en el Extranjero;2021M08;483
30 Murcia;Viajero;Residentes en el Extranjero;2021M07;255
30 Murcia;Viajero;Residentes en el Extranjero;2021M06;155
30 Murcia;Viajero;Residentes en el Extranjero;2021M05;74
30 Murcia;Viajero;Residentes en el Extranjero;2021M04;46
30 Murcia;Viajero;Residentes en el Extranjero;2021M03;9
30 Murcia;Viajero;Residentes en el Extranjero;2021M02;8
30 Murcia;Viajero;Residentes en el Extranjero;2021M01;15
30 Murcia;Viajero;Residentes en el Extranjero;2020M12;1
30 Murcia;Viajero;Residentes en el Extranjero;2020M11;.
30 Murcia;Viajero;Residentes en el Extranjero;2020M10;30
30 Murcia;Viajero;Residentes en el Extranjero;2020M09;160
30 Murcia;Viajero;Residentes en el Extranjero;2020M08;219
30 Murcia;Viajero;Residentes en el Extranjero;2020M07;269
30 Murcia;Viajero;Residentes en el Extranjero;2020M06;39
30 Murcia;Viajero;Residentes en el Extranjero;2020M05;.
30 Murcia;Viajero;Residentes en el Extranjero;2020M04;.
30 Murcia;Viajero;Residentes en el Extranjero;2020M03;87
30 Murcia;Viajero;Residentes en el Extranjero;2020M02;276
30 Murcia;Viajero;Residentes en el Extranjero;2020M01;104
30 Murcia;Viajero;Residentes en el Extranjero;2019M12;422
30 Murcia;Viajero;Residentes en el Extranjero;2019M11;371
30 Murcia;Viajero;Residentes en el Extranjero;2019M10;636
30 Murcia;Viajero;Residentes en el Extranjero;2019M09;759
30 Murcia;Viajero;Residentes en el Extranjero;2019M08;456
30 Murcia;Viajero;Residentes en el Extranjero;2019M07;688
30 Murcia;Viajero;Residentes en el Extranjero;2019M06;534
30 Murcia;Viajero;Residentes en el Extranjero;2019M05;706
30 Murcia;Viajero;Residentes en el Extranjero;2019M04;684
30 Murcia;Viajero;Residentes en el Extranjero;2019M03;445
30 Murcia;Viajero;Residentes en el Extranjero;2019M02;259
30 Murcia;Viajero;Residentes en el Extranjero;2019M01;153
30 Murcia;Viajero;Residentes en el Extranjero;2018M12;399
30 Murcia;Viajero;Residentes en el Extranjero;2018M11;473
30 Murcia;Viajero;Residentes en el Extranjero;2018M10;460
30 Murcia;Viajero;Residentes en el Extranjero;2018M09;448
30 Murcia;Viajero;Residentes en el Extranjero;2018M08;734
30 Murcia;Viajero;Residentes en el Extranjero;2018M07;568
30 Murcia;Viajero;Residentes en el Extranjero;2018M06;794
30 Murcia;Viajero;Residentes en el Extranjero;2018M05;441
30 Murcia;Viajero;Residentes en el Extranjero;2018M04;664
30 Murcia;Viajero;Residentes en el Extranjero;2018M03;350
30 Murcia;Viajero;Residentes en el Extranjero;2018M02;296
30 Murcia;Viajero;Residentes en el Extranjero;2018M01;221
30 Murcia;Viajero;Residentes en el Extranjero;2017M12;97
30 Murcia;Viajero;Residentes en el Extranjero;2017M11;133
30 Murcia;Viajero;Residentes en el Extranjero;2017M10;449
30 Murcia;Viajero;Residentes en el Extranjero;2017M09;590
30 Murcia;Viajero;Residentes en el Extranjero;2017M08;785
30 Murcia;Viajero;Residentes en el Extranjero;2017M07;539
30 Murcia;Viajero;Residentes en el Extranjero;2017M06;467
30 Murcia;Viajero;Residentes en el Extranjero;2017M05;340
30 Murcia;Viajero;Residentes en el Extranjero;2017M04;451
30 Murcia;Viajero;Residentes en el Extranjero;2017M03;198
30 Murcia;Viajero;Residentes en el Extranjero;2017M02;189
30 Murcia;Viajero;Residentes en el Extranjero;2017M01;101
30 Murcia;Viajero;Residentes en el Extranjero;2016M12;96
30 Murcia;Viajero;Residentes en el Extranjero;2016M11;166
30 Murcia;Viajero;Residentes en el Extranjero;2016M10;396
30 Murcia;Viajero;Residentes en el Extranjero;2016M09;403
30 Murcia;Viajero;Residentes en el Extranjero;2016M08;737
30 Murcia;Viajero;Residentes en el Extranjero;2016M07;576
30 Murcia;Viajero;Residentes en el Extranjero;2016M06;338
30 Murcia;Viajero;Residentes en el Extranjero;2016M05;366
30 Murcia;Viajero;Residentes en el Extranjero;2016M04;285
30 Murcia;Viajero;Residentes en el Extranjero;2016M03;213
30 Murcia;Viajero;Residentes en el Extranjero;2016M02;214
30 Murcia;Viajero;Residentes en el Extranjero;2016M01;100
30 Murcia;Viajero;Residentes en el Extranjero;2015M12;132
30 Murcia;Viajero;Residentes en el Extranjero;2015M11;149
30 Murcia;Viajero;Residentes en el Extranjero;2015M10;222
30 Murcia;Viajero;Residentes en el Extranjero;2015M09;333
30 Murcia;Viajero;Residentes en el Extranjero;2015M08;499
30 Murcia;Viajero;Residentes en el Extranjero;2015M07;306
30 Murcia;Viajero;Residentes en el Extranjero;2015M06;311
30 Murcia;Viajero;Residentes en el Extranjero;2015M05;379
30 Murcia;Viajero;Residentes en el Extranjero;2015M04;283
30 Murcia;Viajero;Residentes en el Extranjero;2015M03;215
30 Murcia;Viajero;Residentes en el Extranjero;2015M02;100
30 Murcia;Viajero;Residentes en el Extranjero;2015M01;130
30 Murcia;Viajero;Residentes en el Extranjero;2014M12;133
30 Murcia;Viajero;Residentes en el Extranjero;2014M11;139
30 Murcia;Viajero;Residentes en el Extranjero;2014M10;278
30 Murcia;Viajero;Residentes en el Extranjero;2014M09;316
